"filename", "language", "OCaml Interface", "OCaml", "capnp", "HTML", "CSS", "Python", "JavaScript", "Markdown", "comment", "blank", "total"
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/api_wrapper.mli", "OCaml Interface", 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/consensus.ml", "OCaml", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/consensus.mli", "OCaml Interface", 10, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/consensus_chained_impl.ml", "OCaml", 0, 180, 0, 0, 0, 0, 0, 0, 9, 20, 209
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/consensus_chained_test.ml", "OCaml", 0, 1135, 0, 0, 0, 0, 0, 0, 16, 26, 1177
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/consensus_impl.ml", "OCaml", 0, 218, 0, 0, 0, 0, 0, 0, 7, 21, 246
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/consensus_test.ml", "OCaml", 0, 1381, 0, 0, 0, 0, 0, 0, 25, 32, 1438
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/crypto_util.ml", "OCaml", 0, 77, 0, 0, 0, 0, 0, 0, 2, 6, 85
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/crypto_util_test.ml", "OCaml", 0, 24, 0, 0, 0, 0, 0, 0, 0, 2, 26
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/types.ml", "OCaml", 0, 39, 0, 0, 0, 0, 0, 0, 1, 7, 47
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/types.mli", "OCaml Interface", 39, 0, 0, 0, 0, 0, 0, 0, 1, 7, 47
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/util.ml", "OCaml", 0, 192, 0, 0, 0, 0, 0, 0, 5, 31, 228
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/consensus/util_test.ml", "OCaml", 0, 76, 0, 0, 0, 0, 0, 0, 0, 12, 88
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/dummy.ml", "OCaml", 0, 42, 0, 0, 0, 0, 0, 0, 3, 9, 54
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/experiments/plot.py", "Python", 0, 0, 0, 0, 0, 63, 0, 0, 6, 10, 79
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/experiments/plotSingle.py", "Python", 0, 0, 0, 0, 0, 26, 0, 0, 2, 5, 33
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/experiments/runDummyExperiments.py", "Python", 0, 0, 0, 0, 0, 40, 0, 0, 8, 11, 59
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/hs_api.capnp", "capnp", 0, 0, 53, 0, 0, 0, 0, 0, 0, 7, 60
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/load_gen_dummy.ml", "OCaml", 0, 131, 0, 0, 0, 0, 0, 0, 10, 19, 160
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/net.ml", "OCaml", 0, 107, 0, 0, 0, 0, 0, 0, 6, 7, 120
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/types.ml", "OCaml", 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/capnpBenchmark/util.ml", "OCaml", 0, 91, 0, 0, 0, 0, 0, 0, 5, 12, 108
"/Users/marchhill/Documents/cam/2/dissertation/src/benchmarks/tezosBenchmark/crypto.ml", "OCaml", 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/marchhill/Documents/cam/2/dissertation/src/bin/load_gen.ml", "OCaml", 0, 165, 0, 0, 0, 0, 0, 0, 14, 19, 198
"/Users/marchhill/Documents/cam/2/dissertation/src/bin/run_node.ml", "OCaml", 0, 29, 0, 0, 0, 0, 0, 0, 2, 9, 40
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/consensus.ml", "OCaml", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/consensus.mli", "OCaml Interface", 10, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/consensus_chained_impl.ml", "OCaml", 0, 178, 0, 0, 0, 0, 0, 0, 9, 20, 207
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/consensus_chained_test.ml", "OCaml", 0, 1134, 0, 0, 0, 0, 0, 0, 16, 26, 1176
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/consensus_impl.ml", "OCaml", 0, 219, 0, 0, 0, 0, 0, 0, 7, 21, 247
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/consensus_test.ml", "OCaml", 0, 1380, 0, 0, 0, 0, 0, 0, 25, 32, 1437
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/types.ml", "OCaml", 0, 39, 0, 0, 0, 0, 0, 0, 1, 7, 47
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/types.mli", "OCaml Interface", 39, 0, 0, 0, 0, 0, 0, 0, 1, 7, 47
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/util.ml", "OCaml", 0, 267, 0, 0, 0, 0, 0, 0, 7, 37, 311
"/Users/marchhill/Documents/cam/2/dissertation/src/consensus/util_test.ml", "OCaml", 0, 98, 0, 0, 0, 0, 0, 0, 0, 14, 112
"/Users/marchhill/Documents/cam/2/dissertation/src/experiments/plot.py", "Python", 0, 0, 0, 0, 0, 82, 0, 0, 97, 22, 201
"/Users/marchhill/Documents/cam/2/dissertation/src/experiments/plotHeatmaps.py", "Python", 0, 0, 0, 0, 0, 42, 0, 0, 4, 11, 57
"/Users/marchhill/Documents/cam/2/dissertation/src/experiments/plotSingle.py", "Python", 0, 0, 0, 0, 0, 34, 0, 0, 4, 6, 44
"/Users/marchhill/Documents/cam/2/dissertation/src/experiments/runExperiments.py", "Python", 0, 0, 0, 0, 0, 51, 0, 0, 9, 13, 73
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/action_handler.ml", "OCaml", 0, 44, 0, 0, 0, 0, 0, 0, 2, 2, 48
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/api_wrapper.ml", "OCaml", 0, 160, 0, 0, 0, 0, 0, 0, 2, 15, 177
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/api_wrapper.mli", "OCaml Interface", 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/hs_api.capnp", "capnp", 0, 0, 53, 0, 0, 0, 0, 0, 0, 7, 60
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/lib.ml", "OCaml", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/lib.mli", "OCaml Interface", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/main_loop.ml", "OCaml", 0, 34, 0, 0, 0, 0, 0, 0, 7, 1, 42
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/msg_sender.ml", "OCaml", 0, 106, 0, 0, 0, 0, 0, 0, 7, 7, 120
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/server.ml", "OCaml", 0, 98, 0, 0, 0, 0, 0, 0, 17, 7, 122
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/types.ml", "OCaml", 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/Users/marchhill/Documents/cam/2/dissertation/src/lib/util.ml", "OCaml", 0, 91, 0, 0, 0, 0, 0, 0, 5, 12, 108
"Total", "-", 113, 7992, 106, 10954, 421, 338, 127, 22, 361, 855, 21289
